Name,Number,jd,umag,umag_err,gmag,gmag_err,rmag,rmag_err,imag,imag_err,zmag,zmag_err,Vmag,a_orb,e_orb,i_orb,Delta,R,Phase,H,G,umag_red,gmag_red,rmag_red,imag_red,zmag_red,V
2002_VH107,114208,2452231.7713200003,21.28,0.11,20.02,0.03,19.41,0.02,19.25,0.02,19.06,0.05,19.66,5.1555924056283375,0.052215466272411935,26.72937544470175,4.5489999999999995,5.401,5.8,12.3,0.15,14.328049429444258,13.068049429444256,12.458049429444255,12.298049429444255,12.108049429444256,12.724416096110922
2002_VH107,114208,2452225.7533,21.37,0.11,19.95,0.03,19.42,0.02,19.13,0.02,19.07,0.05,19.63,5.1555924056283375,0.052215466272411935,26.72937544470175,4.503,5.401,4.84,12.3,0.15,14.440119378779366,13.020119378779366,12.490119378779365,12.200119378779366,12.140119378779366,12.721552712112699
2002_XN72,114345,2453744.9865200003,21.45,0.17,20.26,0.03,19.67,0.02,19.35,0.02,19.24,0.07,19.91,5.308894181068152,0.06588132953850467,16.67835192837508,5.066,5.516,9.49,11.7,0.15,14.218552785208292,13.028552785208294,12.438552785208294,12.118552785208294,12.008552785208291,12.696186118541627
2002_XN72,114345,2453764.91286,21.5,0.22,20.1,0.03,19.47,0.03,19.18,0.03,19.12,0.07,19.73,5.308894181068152,0.06588132953850467,16.67835192837508,4.8069999999999995,5.51,7.69,11.7,0.15,14.38487139509784,12.984871395097842,12.35487139509784,12.064871395097839,12.004871395097842,12.629971395097842
2003_GX7,114710,2451075.94444,21.63,0.14,20.23,0.03,19.61,0.02,19.33,0.02,19.11,0.07,19.87,5.140731610214362,0.05835515029302631,28.45569406168458,4.224,4.8580000000000005,9.87,12.7,0.15,15.06909290002566,13.66909290002566,13.049092900025661,12.769092900025662,12.549092900025661,13.319826233358992
2004_HS1,116954,2452730.7538400004,22.03,0.22,20.68,0.03,20.13,0.02,19.92,0.03,19.73,0.06,20.35,5.176558933761335,0.09893706094507346,9.842865189116548,4.657,5.63,2.54,13.1,0.15,14.936926836079614,13.586926836079614,13.036926836079614,12.826926836079615,12.636926836079613,13.277093502746279
2004_YD23,117389,2453389.91939,21.85,0.2,20.24,0.03,19.63,0.02,19.38,0.02,19.23,0.07,19.88,5.172536050415333,0.07577549984618788,25.18092685545205,4.563,5.522,2.49,12.3,0.15,14.843265644620475,13.233265644620475,12.623265644620476,12.373265644620476,12.223265644620476,12.889632311287142
2005_AV45,117446,2453354.8362,21.95,0.17,20.55,0.03,19.94,0.03,19.8,0.03,19.65,0.06,20.19,5.2034363977277005,0.08338769353899497,6.063424691314777,4.766,5.516,7.12,12.5,0.15,14.851108522428751,13.451108522428756,12.841108522428756,12.701108522428756,12.55110852242875,13.107475189095426
2005_AV45,117446,2453351.89953,21.96,0.18,20.53,0.03,20.0,0.03,19.76,0.03,19.8,0.09,20.22,5.2034363977277005,0.08338769353899497,6.063424691314777,4.801,5.517,7.52,12.5,0.15,14.844826550365472,13.414826550365472,12.884826550365473,12.644826550365472,12.684826550365472,13.116259883698804
2005_AX46,117447,2453405.71507,20.58,0.07,19.25,0.02,18.73,0.02,18.61,0.02,18.51,0.03,18.94,5.252082598834899,0.057520884997589325,29.475438403216266,4.558,5.544,0.28,11.5,0.15,13.567012287759464,12.237012287759464,11.717012287759463,11.597012287759464,11.497012287759464,11.944078954426134
2000_HR24,118624,2453678.87246,22.22,0.25,20.96,0.04,20.37,0.03,20.06,0.04,20.1,0.12,20.61,4.932611906494425,0.1741948760709232,15.5475397891112,4.843999999999999,5.8329999999999975,0.85,13.0,0.15,14.96451944549485,13.704519445494853,13.114519445494851,12.804519445494847,12.844519445494852,13.372152778828184
2000_SM108,118815,2453766.8853700003,22.23,0.22,20.98,0.05,20.39,0.03,20.21,0.04,20.13,0.1,20.63,5.254345073907576,0.1773054676992789,1.973495451632672,5.083,6.032,2.75,12.1,0.15,14.797092787177894,13.547092787177894,12.957092787177894,12.777092787177894,12.697092787177892,13.214726120511227
2000_SM108,118815,2453350.95769,22.29,0.21,21.29,0.04,20.8,0.04,20.56,0.04,20.54,0.16,21.0,5.254345073907576,0.1773054676992789,1.973495451632672,5.494,6.197,6.78,12.1,0.15,14.62964924382889,13.62964924382889,13.139649243828893,12.89964924382889,12.87964924382889,13.35361591049556
2000_SM108,118815,2453350.92665,22.46,0.2,21.33,0.04,20.75,0.03,20.61,0.04,20.3,0.12,20.99,5.254345073907576,0.1773054676992789,1.973495451632672,5.495,6.197,6.78,12.1,0.15,14.79925403545406,13.669254035454054,13.089254035454061,12.94925403545406,12.63925403545406,13.342520702120725
2001_US179,119528,2453350.89099,21.6,0.12,20.07,0.02,19.4,0.02,19.15,0.02,19.0,0.05,19.68,5.1809742594400685,0.1038440540260981,15.719174438252859,4.788,5.596,6.22,11.7,0.15,14.459840762229184,12.929840762229185,12.259840762229185,12.009840762229185,11.859840762229185,12.552407428895853
1988_SJ2,120454,2452224.83228,22.14,0.18,20.74,0.03,20.06,0.02,19.8,0.03,19.58,0.06,20.34,5.21597024555447,0.05560186648082461,15.276805201669633,4.273,5.227,3.19,13.2,0.15,15.395073035425265,13.995073035425262,13.315073035425264,13.055073035425265,12.835073035425262,13.612006368758594
1988_SJ2,120454,2452225.79734,21.97,0.17,20.8,0.03,20.22,0.03,19.92,0.03,19.56,0.06,20.45,5.21597024555447,0.05560186648082461,15.276805201669633,4.275,5.227,3.29,13.2,0.15,15.224056904190288,14.05405690419029,13.474056904190288,13.17405690419029,12.814056904190288,13.727323570856955
1988_SJ2,120454,2452234.78552,22.55,0.38,20.84,0.04,20.18,0.04,19.93,0.03,19.8,0.1,20.45,5.21597024555447,0.05560186648082461,15.276805201669633,4.315,5.231,4.48,13.2,0.15,15.782172399606681,14.07217239960668,13.412172399606678,13.162172399606678,13.032172399606681,13.700372399606682
1988_SJ2,120454,2452261.74222,22.16,0.2,20.86,0.03,20.23,0.02,19.96,0.03,19.82,0.07,20.49,5.21597024555447,0.05560186648082461,15.276805201669633,4.563,5.2410000000000005,8.37,13.2,0.15,15.266676857623727,13.966676857623728,13.33667685762373,13.06667685762373,12.926676857623727,13.61177685762373
2000_QZ75,122391,2452288.57876,22.06,0.23,20.52,0.09,19.8,0.02,19.63,0.02,19.37,0.06,20.1,5.197780753795824,0.112295394513031,14.63247917476438,4.552,4.624,12.28,12.9,0.15,15.443899606002562,13.903899606002565,13.183899606002564,13.013899606002562,12.753899606002564,13.498299606002565
2000_QZ75,122391,2452196.89416,21.18,0.11,19.74,0.04,19.02,0.02,18.76,0.02,18.7,0.04,19.32,5.197780753795824,0.112295394513031,14.63247917476438,3.636,4.617,2.47,12.9,0.15,15.055081254494645,13.615081254494646,12.895081254494645,12.635081254494647,12.575081254494645,13.209481254494646
2000_QB146,122460,2452171.9506900003,21.32,0.11,20.02,0.03,19.41,0.02,19.12,0.02,18.96,0.04,19.66,5.219803670199549,0.07955587951875698,17.89322997820723,4.71,5.447,7.74,12.0,0.15,14.27410858798986,12.974108587989859,12.36410858798986,12.07410858798986,11.91410858798986,12.630475254656524
2000_QB146,122460,2453441.63588,21.71,0.13,20.27,0.03,19.64,0.02,19.33,0.02,19.24,0.05,19.9,5.219803670199549,0.07955587951875698,17.89322997820723,4.854,5.513,8.25,12.0,0.15,14.572561177624078,13.132561177624073,12.502561177624074,12.192561177624073,12.102561177624073,12.777661177624074
2000_RE29,122592,2452287.5944,21.76,0.14,20.25,0.03,19.7,0.02,19.38,0.02,19.2,0.06,19.92,5.168110870905254,0.05214966797192197,28.463989621726718,5.0889999999999995,5.261,10.74,12.0,0.15,14.621496236647733,13.111496236647731,12.56149623664773,12.24149623664773,12.06149623664773,12.801662903314398
2000_SK47,122733,2452225.6865,21.89,0.19,20.2,0.04,19.6,0.02,19.34,0.02,19.14,0.06,19.84,5.112482744315919,0.04188901340874127,22.01864318424807,4.135,4.917,7.72,12.7,0.15,15.349121389106363,13.659121389106364,13.059121389106364,12.799121389106364,12.599121389106363,13.321121389106365
2000_SK47,122733,2452578.83297,21.49,0.12,20.03,0.02,19.46,0.02,19.17,0.02,19.03,0.04,19.69,5.112482744315919,0.04188901340874127,22.01864318424807,3.967,4.908,4.11,12.7,0.15,15.043166227354412,13.583166227354415,13.013166227354414,12.723166227354415,12.583166227354415,13.262066227354415
2000_SK47,122733,2452585.84776,21.38,0.1,19.98,0.02,19.41,0.02,19.23,0.03,19.05,0.05,19.64,5.112482744315919,0.04188901340874127,22.01864318424807,3.9560000000000004,4.908,3.56,12.7,0.15,14.939195815099454,13.539195815099454,12.969195815099454,12.789195815099454,12.609195815099454,13.218095815099455
2000_SK47,122733,2452231.72145,21.54,0.12,20.08,0.02,19.5,0.02,19.26,0.02,19.12,0.05,19.73,5.112482744315919,0.04188901340874127,22.01864318424807,4.203,4.916,8.64,12.7,0.15,14.964143678900733,13.50414367890073,12.924143678900736,12.684143678900735,12.544143678900733,13.1774103455674
2000_SG215,122962,2453387.89762,21.55,0.14,20.17,0.02,19.66,0.02,19.46,0.02,19.32,0.06,19.87,5.153161950863564,0.0737432890956683,2.5607266060068405,4.479,5.441,2.35,12.5,0.15,14.615701058247039,13.23570105824704,12.725701058247035,12.525701058247039,12.385701058247035,12.948401058247034
2001_SC137,124696,2453351.87379,22.16,0.26,20.67,0.03,20.18,0.03,19.99,0.04,19.86,0.11,20.37,5.146682039626596,0.06514749964226613,3.131452065915978,4.495,5.296,6.71,12.9,0.15,15.276611637495543,13.786611637495547,13.296611637495545,13.106611637495543,12.976611637495544,13.510578304162214
2001_SC137,124696,2451790.75075,21.4,0.13,19.93,0.08,19.41,0.02,19.12,0.02,19.08,0.06,19.62,5.146682039626596,0.06514749964226613,3.131452065915978,3.904,4.898,2.26,12.9,0.15,14.992357051083252,13.522357051083253,13.002357051083253,12.712357051083254,12.672357051083253,13.22942371774992
2001_SC137,124696,2453350.8993,22.26,0.2,20.67,0.03,20.18,0.02,19.97,0.03,19.88,0.1,20.38,5.146682039626596,0.06514749964226613,3.131452065915978,4.504,5.296,6.87,12.9,0.15,15.372268208625336,13.782268208625336,13.292268208625336,13.082268208625331,12.992268208625331,13.506234875292002
2001_TK131,124985,2452225.76764,21.53,0.13,20.0,0.02,19.44,0.02,19.17,0.02,19.11,0.05,19.66,5.210907411572725,0.05069065642988724,12.149655589800858,4.4830000000000005,5.407,4.13,12.4,0.15,14.607374457792918,13.077374457792914,12.517374457792918,12.24737445779292,12.187374457792911,12.761907791126248
2001_TK131,124985,2452288.5953,21.82,0.16,20.69,0.03,20.1,0.03,19.85,0.04,19.7,0.07,20.34,5.210907411572725,0.05069065642988724,12.149655589800858,5.242999999999999,5.404,10.46,12.4,0.15,14.55852400968142,13.42852400968142,12.83852400968142,12.58852400968142,12.438524009681421,13.096157343014752
2001_TK131,124985,2452287.59575,22.16,0.27,20.66,0.03,20.0,0.03,19.79,0.03,19.57,0.08,20.27,5.210907411572725,0.05069065642988724,12.149655589800858,5.227,5.404,10.45,12.4,0.15,14.905160797761285,13.405160797761285,12.745160797761285,12.535160797761282,12.315160797761285,13.033360797761285
2001_TK131,124985,2452231.78591,21.74,0.14,20.11,0.02,19.44,0.02,19.3,0.02,19.16,0.05,19.72,5.210907411572725,0.05069065642988724,12.149655589800858,4.521,5.407,5.09,12.4,0.15,14.799045616950405,13.169045616950404,12.499045616950408,12.359045616950407,12.219045616950407,12.791612283617075
2001_UR39,125106,2451875.5660900003,22.19,0.27,20.76,0.05,20.12,0.03,19.74,0.03,19.66,0.12,20.38,5.238359531654615,0.1065477460639532,4.300909510466187,4.501,4.801,11.61,12.9,0.15,15.516796405461776,14.086796405461776,13.446796405461777,13.066796405461776,12.986796405461776,13.726263072128447
2001_UV93,125159,2452234.79946,20.95,0.15,19.7,0.02,19.07,0.03,18.81,0.03,18.61,0.04,19.33,5.240857865293754,0.06825537096254987,15.32940715748372,4.379,5.313,3.84,12.1,0.15,14.116426194490685,12.866426194490685,12.236426194490685,11.976426194490685,11.776426194490686,12.511526194490685
2001_UV93,125159,2453354.86956,22.13,0.23,20.47,0.03,19.76,0.02,19.5,0.02,19.34,0.05,20.05,5.240857865293754,0.06825537096254987,15.32940715748372,4.908,5.537000000000001,8.33,12.1,0.15,14.9591046121655,13.2991046121655,12.589104612165501,12.329104612165501,12.169104612165501,12.899137945498836
2002_WH9,127532,2452287.57441,22.8,0.93,21.11,0.06,20.55,0.04,20.29,0.04,19.97,0.22,20.78,5.151433598770644,0.01051865265171625,10.940992673272701,5.113,5.164,10.97,12.9,0.15,15.691689868395402,14.0016898683954,13.441689868395402,13.1816898683954,12.8616898683954,13.686223201728735
2002_WR17,127534,2453389.91578,21.33,0.13,19.9,0.02,19.46,0.02,19.22,0.02,19.05,0.05,19.63,5.229031821092586,0.04286351049682086,14.750831581308342,4.046,5.011,2.43,12.2,0.15,14.795248594113685,13.365248594113686,12.925248594113688,12.685248594113686,12.515248594113688,13.117381927447019
2003_YL61,128299,2453350.99138,21.27,0.09,19.88,0.02,19.31,0.03,19.02,0.02,18.82,0.04,19.54,5.286059988362323,0.06912105415773971,21.793186261291122,4.87,5.46,8.77,11.2,0.15,14.14639198040314,12.756391980403139,12.18639198040314,11.89639198040314,11.696391980403142,12.43529198040314
2003_YL61,128299,2453351.93503,21.74,0.18,20.0,0.02,19.35,0.02,19.05,0.02,18.86,0.05,19.61,5.286059988362323,0.06912105415773971,21.793186261291122,4.857,5.459,8.68,11.2,0.15,14.622594011105013,12.882594011105013,12.232594011105014,11.932594011105015,11.742594011105012,12.516427344438345
2004_JW52,128383,2453528.76175,22.61,1.04,21.03,0.05,19.73,0.05,19.54,0.03,20.09,0.18,20.28,5.168478675085387,0.029091359120122232,9.710355285405432,4.025,5.0280000000000005,1.97,13.3,0.15,16.079194231410966,14.499194231410966,13.199194231410965,13.009194231410966,13.559194231410967,13.766860898077633
2005_AD21,129135,2453354.85908,21.73,0.16,20.33,0.02,19.68,0.03,19.47,0.03,19.27,0.05,19.95,5.289392297370185,0.03970325933984556,33.119800932079485,4.836,5.502999999999999,8.04,12.0,0.15,14.604570975000547,13.204570975000546,12.554570975000546,12.344570975000545,12.144570975000546,12.838404308333885
2005_AD21,129135,2453352.9015900004,21.45,0.12,20.12,0.02,19.5,0.02,19.25,0.02,19.0,0.05,19.75,5.289392297370185,0.03970325933984556,33.119800932079485,4.8610000000000015,5.502999999999999,8.27,12.0,0.15,14.313374330571506,12.983374330571511,12.363374330571506,12.113374330571506,11.863374330571506,12.63410766390484
2005_EL140,129153,2451814.85791,21.91,0.27,19.82,0.03,19.27,0.03,19.04,0.02,18.88,0.06,19.49,5.204171568396687,0.008030451892794865,26.73535257141008,4.147,5.135,2.12,12.6,0.15,15.268627583513426,13.178627583513427,12.628627583513428,12.398627583513427,12.238627583513427,12.868794250180096
1997_WA12,129602,2452016.6680900003,21.87,0.29,20.27,0.03,19.71,0.02,19.44,0.02,19.35,0.07,19.93,5.292747847143182,0.0309888000199406,16.60643068405788,4.91,5.385,9.87,12.2,0.15,14.758664001215156,13.158664001215156,12.598664001215155,12.328664001215156,12.238664001215156,12.843197334548488
2000_AG90,130190,2451878.97745,21.85,0.18,20.3,0.03,19.73,0.02,19.44,0.03,19.12,0.06,19.96,5.25882889272921,0.04579643480978799,14.71762075144999,5.223,5.362,10.58,12.0,0.15,14.613765822580733,13.063765822580724,12.493765822580727,12.203765822580733,11.883765822580733,12.742665822580724
2001_QZ113,131447,2451813.85377,20.68,0.1,19.27,0.02,18.62,0.01,18.37,0.03,18.22,0.03,18.88,5.228141625925868,0.0407455679563808,33.82076428297725,4.0310000000000015,4.985,3.94,12.0,0.15,14.16461019599637,12.75461019599637,12.104610195996372,11.854610195996372,11.70461019599637,12.388443529329706
2001_XW71,131635,2453052.79503,21.79,0.2,20.6,0.03,20.05,0.02,19.79,0.03,19.61,0.07,20.27,5.320783832749776,0.06624743784959153,3.652021710932197,4.433,5.349,4.37,12.9,0.15,14.915148354028242,13.725148354028244,13.175148354028243,12.915148354028242,12.735148354028242,13.415315020694909
2003_YQ133,133853,2453441.70515,21.81,0.19,20.5,0.03,19.93,0.03,19.67,0.03,19.56,0.06,20.16,5.230237982565047,0.08002393092806308,15.83403140567163,4.6819999999999995,5.557,5.29,12.2,0.15,14.733640969270075,13.423640969270075,12.853640969270074,12.59364096927008,12.483640969270075,13.102540969270075
2004_BR38,133862,2453359.88913,21.85,0.2,20.42,0.05,19.92,0.03,19.52,0.03,19.26,0.06,20.12,5.213307706953871,0.00910902442083937,31.090453573170272,4.5569999999999995,5.127000000000002,9.51,12.3,0.15,15.007288269885759,13.57728826988576,13.07728826988576,12.677288269885759,12.41728826988576,13.295621603219091
5214_T-2,136557,2451960.71479,21.42,0.1,19.98,0.02,19.45,0.02,19.23,0.02,19.05,0.04,19.66,5.219477505993727,0.06414888637069803,9.957919957535813,4.051,5.024,2.23,12.8,0.15,14.876940630436366,13.436940630436359,12.906940630436358,12.686940630436359,12.50694063043636,13.138373963769693
2000_AJ114,137879,2451987.6951,21.27,0.12,19.71,0.03,19.05,0.02,18.84,0.02,18.65,0.04,19.32,5.2733265960721125,0.07061170385348757,12.36205222283962,4.093,4.961,6.2,12.3,0.15,14.731945141592725,13.171945141592724,12.511945141592724,12.301945141592725,12.111945141592724,12.800145141592724
2001_SA220,150876,2452196.81876,22.21,0.27,20.52,0.03,19.83,0.04,19.57,0.03,19.42,0.24,20.12,5.148687738109032,0.0769721613979822,4.137729021521902,3.884,4.857,2.87,13.6,0.15,15.831763376454985,14.141763376454982,13.45176337645498,13.191763376454984,13.041763376454986,13.753063376454982
2001_SA220,150876,2452196.83743,21.96,0.27,20.44,0.03,19.93,0.03,19.6,0.03,19.38,0.15,20.13,5.148687738109032,0.0769721613979822,4.137729021521902,3.884,4.857,2.87,13.6,0.15,15.581763376454985,14.061763376454985,13.551763376454982,13.221763376454986,13.00176337645498,13.774463376454985
2001_SA220,150876,2452225.67467,22.2,0.25,21.22,0.04,20.6,0.04,20.33,0.04,20.05,0.14,20.86,5.148687738109032,0.0769721613979822,4.137729021521902,4.121,4.865,8.36,13.6,0.15,15.689572704355204,14.709572704355205,14.089572704355204,13.819572704355204,13.539572704355205,14.360306037688535
2001_SA220,150876,2452197.83152,22.09,0.25,20.64,0.03,19.98,0.03,19.64,0.04,19.56,0.08,20.25,5.148687738109032,0.0769721613979822,4.137729021521902,3.888,4.8580000000000005,3.09,13.6,0.15,15.709081166383257,14.259081166383258,13.599081166383257,13.259081166383258,13.179081166383257,13.887281166383257
2003_WQ25,151883,2452577.74055,22.11,1.06,20.57,0.04,19.93,0.03,19.67,0.03,19.55,0.07,20.19,5.1324216963490965,0.04453908119811582,5.526117147400306,4.079,4.99,5.05,13.2,0.15,15.566728745297578,14.02672874529758,13.386728745297578,13.12672874529758,13.006728745297579,13.666195411964244
2005_TH49,152297,2452558.94198,22.29,0.19,20.97,0.04,20.33,0.02,20.16,0.04,20.13,0.1,20.59,5.130614575117575,0.06591923003343095,13.043520984340253,4.3260000000000005,5.224,5.26,13.3,0.15,15.519551583149548,14.199551583149548,13.559551583149547,13.389551583149547,13.359551583149548,13.839018249816213
2005_TH49,152297,2453677.987,23.99,1.06,21.7,0.06,21.2,0.05,20.79,0.05,20.59,0.14,21.4,5.130614575117575,0.06591923003343095,13.043520984340253,5.474,5.518,10.34,13.3,0.15,16.589567553913643,14.299567553913644,13.799567553913644,13.389567553913643,13.189567553913644,14.017900887246974
2005_TH49,152297,2452551.91089,23.41,0.69,20.9,0.04,20.32,0.03,20.04,0.04,19.87,0.09,20.55,5.130614575117575,0.06591923003343095,13.043520984340253,4.371,5.221,6.34,13.3,0.15,16.618327501498158,14.108327501498158,13.528327501498161,13.248327501498158,13.07832750149816,13.781594168164823
2005_TH49,152297,2452585.76783,22.07,0.21,20.62,0.03,20.06,0.03,19.84,0.03,19.68,0.08,20.29,5.130614575117575,0.06591923003343095,13.043520984340253,4.2810000000000015,5.237,3.17,13.3,0.15,15.316860991321025,13.866860991321024,13.306860991321022,13.086860991321025,12.926860991321025,13.551394324654355
2001_RN122,153500,2452551.87996,22.07,0.23,20.2,0.03,19.51,0.02,19.3,0.02,19.15,0.06,19.8,5.104040952608347,0.02356429185797508,15.697634868818009,4.15,5.078,4.66,12.8,0.15,15.45129603375102,13.581296033751018,12.89129603375102,12.681296033751021,12.531296033751016,13.19259603375102
2001_RN122,153500,2452552.92566,21.72,0.28,20.1,0.05,19.51,0.03,19.3,0.03,19.02,0.06,19.75,5.104040952608347,0.02356429185797508,15.697634868818009,4.145,5.078,4.49,12.8,0.15,15.10391384288002,13.48391384288002,12.89391384288002,12.68391384288002,12.40391384288002,13.151547176213352
2001_UK76,153708,2451814.86795,21.55,0.17,19.76,0.02,19.2,0.02,18.99,0.02,19.0,0.06,19.42,5.163974283646952,0.1135518818103015,9.191912241382882,3.9139999999999997,4.902,2.18,12.7,0.15,15.135029358809795,13.345029358809795,12.785029358809792,12.575029358809793,12.585029358809793,13.029562692143127
2001_UQ214,153758,2453389.90661,21.94,0.18,20.55,0.03,19.99,0.02,19.77,0.03,19.72,0.09,20.21,5.263458724834473,0.03296103311870188,4.105489707445045,4.437,5.407,1.95,12.9,0.15,15.039771008539104,13.649771008539105,13.089771008539099,12.869771008539102,12.8197710085391,13.334304341872434
2005_AA66,154990,2451792.95494,21.65,0.21,20.43,0.03,19.84,0.03,19.63,0.03,19.45,0.08,20.08,5.2289577156036575,0.08384342764172348,12.94864349330886,4.217,5.131,5.23,13.0,0.15,14.973971921648758,13.753971921648759,13.16397192164876,12.953971921648758,12.77397192164876,13.421605254982092
2005_AA66,154990,2452225.78655,22.16,0.34,20.49,0.04,19.9,0.03,19.59,0.03,19.49,0.07,20.14,5.2289577156036575,0.08384342764172348,12.94864349330886,4.455,5.393,3.71,13.0,0.15,15.25660935669472,13.58660935669472,12.99660935669472,12.68660935669472,12.58660935669472,13.254242690028052
2005_AA66,154990,2451814.87992,22.17,0.34,20.35,0.04,19.73,0.02,19.52,0.02,19.33,0.07,19.98,5.2289577156036575,0.08384342764172348,12.94864349330886,4.165,5.145,2.62,13.0,0.15,15.514998075793713,13.694998075793707,13.07499807579371,12.864998075793707,12.674998075793708,13.345731409127042
2005_AA66,154990,2453352.87293,22.36,0.21,21.09,0.08,20.52,0.03,20.29,0.04,20.12,0.1,20.75,5.2289577156036575,0.08384342764172348,12.94864349330886,4.923,5.655,7.15,13.0,0.15,15.136687774828848,13.866687774828849,13.296687774828849,13.066687774828848,12.896687774828852,13.54558777482885
2005_AA66,154990,2452173.85585,22.26,0.27,20.77,0.04,20.16,0.03,19.98,0.04,19.75,0.11,20.41,5.2289577156036575,0.08384342764172348,12.94864349330886,4.617,5.3629999999999995,7.74,13.0,0.15,15.291161642428955,13.801161642428957,13.191161642428956,13.011161642428956,12.781161642428955,13.457528309095625
2005_AA66,154990,2452287.61165,22.34,0.24,21.22,0.04,20.62,0.04,20.31,0.04,20.34,0.12,20.86,5.2289577156036575,0.08384342764172348,12.94864349330886,5.165,5.4270000000000005,10.28,13.0,0.15,15.101849262824421,13.98184926282442,13.381849262824426,13.07184926282442,13.101849262824421,13.643849262824428
2005_CV68,154992,2453441.69215,22.2,0.17,20.75,0.03,20.04,0.03,19.77,0.03,19.66,0.06,20.34,5.2819707201876485,0.07999479455394501,9.565127863517867,4.775,5.617999999999999,5.84,12.4,0.15,15.057224446073375,13.607224446073378,12.897224446073375,12.627224446073376,12.517224446073378,13.207257779406712
2005_CV68,154992,2453439.69848,22.15,0.29,20.62,0.04,20.02,0.03,19.63,0.03,19.48,0.07,20.27,5.2819707201876485,0.07999479455394501,9.565127863517867,4.758,5.617999999999999,5.51,12.4,0.15,15.014969137165966,13.484969137165965,12.884969137165966,12.494969137165967,12.344969137165966,13.146969137165966
2006_BA157,155332,2453441.69525,22.76,0.36,21.57,0.05,20.96,0.04,20.77,0.05,20.82,0.18,21.21,5.290790786072094,0.1344649517652869,5.161638891507724,5.091,5.933,5.5,13.3,0.15,15.359612773126042,14.169612773126039,13.55961277312604,13.36961277312604,13.419612773126039,13.825979439792704
2006_BA157,155332,2453439.74681,25.07,0.81,21.65,0.06,21.03,0.06,20.73,0.06,20.6,0.13,21.28,5.290790786072094,0.1344649517652869,5.161638891507724,5.074,5.933,5.2,13.3,0.15,17.676875943884173,14.25687594388417,13.636875943884172,13.336875943884172,13.206875943884173,13.907609277217505
2006_BA157,155332,2452994.77757,22.68,0.37,21.4,0.04,20.87,0.04,20.62,0.04,20.37,0.1,21.08,5.290790786072094,0.1344649517652869,5.161638891507724,5.016,5.89,4.76,13.3,0.15,15.327635886951196,14.047635886951193,13.517635886951195,13.267635886951195,13.017635886951195,13.749069220284527
1997_LO5,155427,2451819.83665,22.45,0.34,20.97,0.04,20.39,0.03,20.18,0.04,20.05,0.14,20.63,5.18226474037571,0.07251899596805571,12.78301117542973,3.9730000000000003,4.9460000000000015,3.04,13.9,0.15,15.983136614596793,14.503136614596787,13.923136614596796,13.713136614596793,13.583136614596796,14.176403281263461
2000_SD358,155786,2452224.87673,21.29,0.21,19.75,0.02,19.13,0.02,18.96,0.02,18.75,0.04,19.38,5.276717044190081,0.1089439065944097,23.50852798827271,4.226,5.157,4.12,12.3,0.15,14.598366879384955,13.058366879384954,12.438366879384954,12.268366879384955,12.058366879384954,12.709100212718287
2000_SD358,155786,2452234.82941,21.2,0.14,19.8,0.02,19.18,0.02,18.96,0.02,18.78,0.04,19.43,5.276717044190081,0.1089439065944097,23.50852798827271,4.229,5.165,3.86,12.3,0.15,14.503459944987302,13.103459944987302,12.483459944987302,12.263459944987302,12.083459944987302,12.754193278320635
2000_TD9,155789,2453405.67643,22.18,0.35,20.98,0.04,20.51,0.03,20.4,0.04,20.07,0.11,20.7,5.201405790385981,0.1708068335566181,7.912055184441629,5.1110000000000015,6.067,2.48,13.0,0.15,14.722600620503574,13.522600620503573,13.052600620503574,12.942600620503573,12.612600620503573,13.257833953836904
2001_UH146,156237,2453439.67507,22.8,0.39,22.04,0.15,21.44,0.06,21.24,0.07,20.79,0.17,21.68,5.193470020614225,0.1899641560919008,3.205712060007449,5.367000000000001,6.152,6.07,13.6,0.15,15.20626038959795,14.44626038959795,13.846260389597953,13.646260389597948,13.19626038959795,14.108260389597952
2001_UM198,156250,2453500.64874,22.74,0.47,22.11,0.15,21.45,0.07,21.14,0.07,21.14,0.24,21.72,5.227106781234576,0.1414586308044104,1.767405533875064,5.1960000000000015,5.291,11.01,13.7,0.15,15.543965480334759,14.913965480334769,14.253965480334768,13.943965480334766,13.943965480334766,14.542165480334766
2001_WU66,156294,2452994.76081,21.93,0.22,20.78,0.03,20.25,0.03,20.13,0.03,20.15,0.11,20.46,5.2443090402652315,0.08409038856634324,4.1021908706245,4.324,5.233,4.54,13.2,0.15,15.156817899895305,14.00681789989531,13.476817899895305,13.356817899895306,13.376817899895306,13.70825123322864
2004_XS184,157468,2453766.88094,21.73,0.14,20.65,0.03,20.06,0.03,19.88,0.03,19.78,0.07,20.3,5.205066132347978,0.02762702737818507,9.46769258081978,4.141,5.1,2.83,13.2,0.15,15.10662296699843,14.026622966998428,13.436622966998426,13.256622966998426,13.156622966998427,13.694256300331759
2004_XS184,157468,2453741.9429200003,22.13,0.21,20.94,0.03,20.39,0.03,20.18,0.03,20.09,0.1,20.61,5.205066132347978,0.02762702737818507,9.46769258081978,4.334,5.102,7.49,13.2,0.15,15.406853193712148,14.216853193712149,13.666853193712148,13.456853193712153,13.366853193712153,13.907019860378814
