Name,Number,jd,umag,umag_err,gmag,gmag_err,rmag,rmag_err,imag,imag_err,zmag,zmag_err,Vmag,a_orb,e_orb,i_orb,Delta,R,Phase,H,G,umag_red,gmag_red,rmag_red,imag_red,zmag_red,V
2010 VT164,312791,2452338.70838,23.11,0.58,21.39,0.05,20.87,0.04,20.73,0.04,20.64,0.14,21.08,5.187436024387199,0.08360865086162346,2.132502655896592,4.33050220912758,5.316398591786,1.2885,13.98,0.15,16.299221006102798,14.5792210061028,14.059221006102801,13.9192210061028,13.8292210061028,14.286287672769468
2010 XQ79,312804,2451960.8732,22.81,0.35,20.62,0.03,20.14,0.02,19.93,0.02,19.91,0.09,20.33,5.225135103373202,0.1106470602714906,6.983333694064625,3.8836356692139296,4.86655699959,1.4341,13.62,0.15,16.427698521868837,14.237698521868836,13.757698521868837,13.547698521868837,13.527698521868837,13.967298521868837
1996 RB19,312955,2452345.73685,22.87,0.46,22.09,0.08,21.38,0.07,21.23,0.08,20.93,0.2,21.68,5.194484893927291,0.07026473265252223,6.072397863001343,4.5542020586582685,5.530274088204,2.1209,14.19,0.15,15.864205243184273,15.084205243184273,14.374205243184269,14.224205243184276,13.924205243184273,14.684238576517606
2002 GU146,313357,2452812.68842,22.63,0.27,21.29,0.04,20.73,0.03,20.49,0.04,20.18,0.1,20.96,5.2321491250158045,0.08182455349519582,32.126033382748325,4.765051902732691,5.335030434666,9.5689,13.12,0.15,15.603977316104448,14.263977316104448,13.70397731610445,13.463977316104447,13.153977316104449,13.948510649437782
2002 GU146,313357,2452789.77257,22.46,0.34,20.94,0.11,20.34,0.03,20.13,0.03,20.05,0.12,20.59,5.2321491250158045,0.08182455349519582,32.126033382748325,4.5245341194947,5.321983529791,7.3086,13.12,0.15,15.551763031204224,14.031763031204227,13.431763031204227,13.221763031204224,13.141763031204224,13.693763031204224
2002 GU146,313357,2452016.70018,22.75,0.69,21.14,0.1,20.37,0.04,20.17,0.05,20.15,0.26,20.69,5.2321491250158045,0.08182455349519582,32.126033382748325,4.23130670184047,4.868798631125,9.7959,13.12,0.15,16.180518406176958,14.570518406176955,13.800518406176955,13.600518406176958,13.580518406176955,14.136751739510288
2003 EM51,313580,2453502.92486,22.8,0.33,21.18,0.03,20.52,0.03,20.33,0.03,19.86,0.08,20.79,5.117431351813258,0.04776220549364312,29.0170888031651,4.53432023905206,5.395777194431,6.1197,13.29,0.15,15.857169012957456,14.237169012957455,13.577169012957457,13.387169012957456,12.917169012957457,13.865369012957457
2003 EM51,313580,2453504.83393,22.23,0.23,21.13,0.03,20.53,0.03,20.13,0.03,20.04,0.1,20.77,5.117431351813258,0.04776220549364312,29.0170888031651,4.53118852339132,5.395736732625,6.072,13.29,0.15,15.288685583866673,14.188685583866672,13.588685583866674,13.188685583866672,13.098685583866672,13.850685583866673
2006 OC2,314651,2451960.7572,22.39,0.26,21.0,0.05,20.48,0.03,20.36,0.04,20.26,0.11,20.69,5.297743805345588,0.07237620455894613,5.251446367127103,4.405089802666049,5.38435447276,1.6283,13.74,0.15,15.514557950758377,14.124557950758376,13.604557950758377,13.484557950758376,13.384557950758376,13.831624617425046
2008 QJ42,315903,2451987.7165,22.45,0.34,21.22,0.05,20.57,0.05,20.26,0.05,20.28,0.17,20.84,5.289869791967329,0.0981760939080404,18.54213479673008,4.37679587991115,5.295267541114,4.5698,13.66,0.15,15.624778997565253,14.394778997565252,13.744778997565255,13.434778997565255,13.454778997565255,14.028612330898588
2008 RC2,315905,2453526.84673,22.98,0.59,21.69,0.06,21.13,0.05,20.86,0.07,20.46,0.16,21.36,5.196461163612205,0.06995799735231982,9.511171833506296,4.367356354989391,5.3636393393190005,2.2821,14.02,0.15,16.13160901447408,14.841609014474079,14.281609014474075,14.011609014474079,13.61160901447408,14.526142347807411
2008 RO63,315909,2452318.85266,23.68,0.88,21.68,0.07,21.25,0.06,21.01,0.07,21.08,0.23,21.42,5.16023689727474,0.1075841517175837,4.323938142689467,4.7027618122453,5.6312781812759996,3.7498,13.92,0.15,16.565200176668448,14.565200176668446,14.135200176668446,13.895200176668446,13.965200176668446,14.322966843335113
2008 RO63,315909,2452338.72744,24.21,1.08,21.51,0.05,21.0,0.04,20.88,0.05,21.02,0.25,21.2,5.16023689727474,0.1075841517175837,4.323938142689467,4.6461820108943215,5.637828304339,0.2272,13.92,0.15,17.11895967692943,14.418959676929429,13.908959676929426,13.788959676929426,13.928959676929429,14.131659676929429
2008 SE96,315925,2451960.87026,22.93,0.4,20.92,0.03,20.46,0.03,20.27,0.04,20.04,0.08,20.65,5.280309504012751,0.01273206287541948,6.443842151912477,4.2613601960569305,5.242640429043,1.4869,13.87,0.15,16.184508413805712,14.174508413805714,13.714508413805707,13.524508413805707,13.294508413805707,13.915375080472375
2008 SW149,315926,2451960.91788,22.82,0.32,21.09,0.04,20.62,0.04,20.54,0.05,20.28,0.09,20.81,5.369303952705376,0.09563075337937743,10.54660939981088,4.648161411364099,5.612878584079,2.4482,13.5,0.15,15.737665756512222,14.00766575651222,13.537665756512222,13.45766575651222,13.197665756512222,13.742899089845555
2008 SR275,315933,2451960.71937,22.12,0.19,20.9,0.04,20.35,0.03,20.04,0.03,19.79,0.08,20.57,5.145218973476507,0.05020085605486657,7.678673739041558,4.0985729400170205,5.073810484549,2.0545,13.71,0.15,15.530165450303787,14.310165450303789,13.760165450303788,13.450165450303789,13.200165450303789,14.000332116970455
2008 TJ126,315949,2451960.86639,21.73,0.35,20.24,0.03,19.77,0.02,19.62,0.03,19.49,0.06,19.96,5.191128111077481,0.03529713753642411,6.089220378313582,4.00202581436215,4.983420098948,1.5603,13.38,0.15,15.230963074525173,13.740963074525167,13.27096307452517,13.120963074525173,12.990963074525167,13.476196407858502
2008 TL144,315951,2451960.93079,23.66,0.61,21.85,0.06,21.45,0.05,21.24,0.06,21.08,0.18,21.61,5.366571938415143,0.08807625846166645,1.398171885355124,4.41785445049696,5.364522897397,3.3749,14.41,0.15,16.786287465266277,14.976287465266278,14.576287465266276,14.366287465266275,14.206287465266275,14.750954131932945
2008 UR59,315958,2451960.76329,25.77,0.68,21.75,0.07,21.11,0.05,20.98,0.07,20.99,0.22,21.37,5.269622162360665,0.1450280516479376,12.476989115258519,4.80345872823135,5.7804123064590005,1.6749,13.73,0.15,18.55243559736098,14.53243559736098,13.892435597360981,13.76243559736098,13.772435597360976,14.171902264027649
2009 KT9,316085,2453351.92383,22.68,0.41,21.95,0.07,21.4,0.06,21.21,0.08,21.32,0.32,21.62,5.230699961110823,0.1549414563516257,10.070466176942368,5.38616062498929,6.019380510546,7.5975,13.41,0.15,15.125844507513092,14.395844507513091,13.845844507513087,13.655844507513091,13.765844507513092,14.086011174179756
2009 SX65,316135,2452338.73827,23.42,0.67,22.05,0.08,21.46,0.06,21.2,0.07,20.7,0.18,21.7,5.2287027412011975,0.09940384145855297,3.112658140499844,4.64744731361571,5.637276928307,0.7167,14.29,0.15,16.328580775639413,14.958580775639412,14.368580775639412,14.10858077563941,13.60858077563941,14.626214108972745
2009 ST355,316149,2452345.7927200003,22.65,0.41,21.45,0.18,20.88,0.04,20.6,0.04,20.32,0.15,21.11,5.339142939290834,0.06224351786753659,8.734058526143794,4.5857578967622,5.560046067225,2.2245,13.65,0.15,15.617552437504067,14.41755243750407,13.847552437504067,13.567552437504073,13.28755243750407,14.096452437504068
2009 UT13,316157,2451962.89605,22.45,0.45,21.14,0.14,20.62,0.04,20.57,0.05,20.43,0.18,20.83,5.282539264239385,0.08206852850001478,6.144277341170433,4.15914353804457,5.128613718851,2.4567,14.02,0.15,15.804980507494493,14.494980507494494,13.974980507494495,13.924980507494494,13.784980507494495,14.20204717416116
2009 UW51,316160,2451962.90216,22.53,0.42,21.35,0.05,20.7,0.05,20.61,0.07,20.93,1.08,20.97,5.337871004633054,0.08952753428409771,4.477572611088823,4.09643785423184,5.066281947942,2.4683,14.09,0.15,15.944521369413645,14.764521369413645,14.114521369413644,14.024521369413645,14.344521369413645,14.398354702746975
2010 UT53,316446,2452338.67318,23.08,0.6,21.17,0.04,20.67,0.04,20.5,0.04,20.25,0.14,20.87,5.10006713232349,0.08481537108369734,6.2553866784862855,3.95393288548621,4.899321984535,3.8983,14.06,0.15,16.644173621999542,14.734173621999545,14.234173621999545,14.064173621999542,13.814173621999542,14.45250695533288
2010 UT53,316446,2452318.79917,22.91,0.48,20.95,0.03,20.36,0.03,20.26,0.03,20.1,0.09,20.6,5.10006713232349,0.08481537108369734,6.2553866784862855,3.9098987900665296,4.888958488657,1.6875,14.06,0.15,16.50309067329803,14.543090673298028,13.953090673298027,13.85309067329803,13.69309067329803,14.21072400663136
2010 VD144,316508,2452730.79512,22.19,1.31,21.09,0.04,20.45,0.03,20.2,0.03,20.04,0.09,20.71,5.171479841372103,0.09746141491483874,10.69097937330087,4.49661194327704,5.4764111839880005,2.2659,13.27,0.15,15.23309270817338,14.133092708173375,13.493092708173375,13.243092708173375,13.083092708173375,13.772559374840041
2011 WT90,316626,2452318.79411,21.99,0.21,20.83,0.05,20.17,0.04,19.87,0.05,19.74,0.17,20.44,5.15691183893585,0.048908971815707865,5.0110784964454105,4.01312201728956,4.995498143365,1.2813,13.66,0.15,15.479694168136074,14.319694168136074,13.65969416813608,13.359694168136079,13.229694168136074,13.947894168136074
1996 JU4,316693,2454173.8003700003,21.93,0.34,21.07,0.04,20.45,0.03,20.12,0.04,19.91,0.1,20.7,5.223377477036742,0.0398131289199657,13.07772643450796,4.28347049311431,5.157225377184,5.7901,13.44,0.15,15.208940546891869,14.348940546891868,13.728940546891868,13.398940546891868,13.188940546891867,13.999673880225199
2001 TF258,317121,2453741.91328,23.61,0.59,21.3,0.04,20.85,0.04,20.63,0.05,20.52,0.12,21.03,5.1248375329803775,0.057558963681543326,7.5269859975821305,4.59396607559748,5.444297086631,5.6681,13.59,0.15,16.61935200132215,14.30935200132215,13.85935200132215,13.639352001322148,13.529352001322147,14.055852001322153
2007 DH117,320047,2453766.90333,22.86,0.35,21.44,0.06,20.8,0.03,20.61,0.04,20.27,0.11,21.06,5.219897915309755,0.1244183830987567,11.83699263492417,4.844744052845161,5.763750927788,3.861,13.36,0.15,15.630119782943304,14.210119782943304,13.570119782943303,13.380119782943304,13.040119782943304,13.849586449609973
2008 EZ160,320800,2452231.71812,23.1,0.46,21.71,0.07,21.0,0.04,20.93,0.06,20.67,0.18,21.29,5.156790183003294,0.06838606132899054,6.198238807767353,4.2603227055758195,4.956208022668,8.7567,13.81,0.15,16.477039884508955,15.087039884508956,14.377039884508953,14.307039884508953,14.047039884508953,14.687073217842286
2008 GP58,320892,2452197.82296,22.34,0.26,21.13,0.05,20.59,0.03,20.45,0.05,20.11,0.13,20.8,5.178882933706659,0.07106965853754313,2.036020700588011,3.92685436158444,4.880546863664,3.8044,13.87,0.15,15.927433590891154,14.717433590891154,14.177433590891154,14.037433590891151,13.697433590891151,14.413233590891155
2009 FO61,321300,2453673.92063,23.59,0.76,22.15,0.22,21.41,0.07,21.41,0.09,20.85,0.2,21.71,5.1317937806140215,0.06363029177376868,7.877349193274431,5.353997280594991,5.5110974171730005,10.359000000000002,13.4,0.15,16.240418829079612,14.800418829079607,14.060418829079616,14.060418829079616,13.500418829079615,14.383552162412947
2009 QM44,321435,2452756.80164,22.65,0.33,21.0,0.2,20.42,0.04,20.2,0.04,19.93,0.11,20.65,5.2057188031398045,0.1325117521529746,13.54939083747999,4.753028141091081,5.684881211927,4.1886,13.23,0.15,15.491541100196256,13.84154110019626,13.26154110019626,13.041541100196259,12.77154110019626,13.514807766862926
2009 QM44,321435,2452730.81995,23.5,0.8,21.33,0.07,20.61,0.04,20.39,0.04,20.17,0.1,20.91,5.2057188031398045,0.1325117521529746,13.54939083747999,4.70852376027674,5.666077995312,3.1733,13.23,0.15,16.36916342633681,14.199163426336813,13.479163426336813,13.259163426336816,13.039163426336815,13.793563426336815
2010 BM117,321657,2452812.69516,22.53,0.26,21.23,0.04,20.59,0.03,20.41,0.03,20.15,0.1,20.86,5.221253666438527,0.08615099406876905,23.79201531713593,4.893732737031799,5.490782204818999,9.0956,13.05,0.15,15.383627675494981,14.08362767549498,13.44362767549498,13.26362767549498,13.00362767549498,13.723094342161643
2010 BM117,321657,2452789.77955,22.35,0.3,20.81,0.04,20.37,0.03,20.06,0.03,19.82,0.19,20.54,5.221253666438527,0.08615099406876905,23.79201531713593,4.67381567642812,5.4809780449189995,6.9424,13.05,0.15,15.307351783317547,13.767351783317544,13.327351783317544,13.017351783317544,12.777351783317544,13.519485116650875
2010 VK98,322068,2452338.70068,22.53,0.42,20.97,0.04,20.45,0.03,20.3,0.04,20.39,0.13,20.66,5.199067556584393,0.06266556397655568,3.743438679587309,4.534801524896941,5.514932150393999,1.7343,13.4,0.15,15.539507711327353,13.979507711327347,13.45950771132735,13.30950771132735,13.39950771132735,13.686574377994015
2010 XA13,322167,2452721.71309,22.18,0.37,20.95,0.05,20.39,0.04,20.27,0.06,20.1,0.12,20.62,5.108463434736617,0.04695280981605965,12.051026317591267,4.28550935897,5.258541356808,2.6008,13.44,0.15,15.415661291297655,14.185661291297656,13.625661291297655,13.505661291297654,13.335661291297658,13.870194624630988
2011 YS14,322524,2452756.6558,22.06,0.27,20.88,0.05,20.35,0.03,20.07,0.04,19.81,0.09,20.56,5.278787277300993,0.0759376567026935,13.10966972160938,4.35258827228365,5.2606682215689995,5.1923,13.2,0.15,15.261057498794372,14.081057498794372,13.551057498794375,13.271057498794374,13.011057498794372,13.782490832127705
2011 YF64,322568,2452789.76125,22.96,0.43,21.85,0.07,21.09,0.05,21.01,0.06,20.73,0.19,21.4,5.162236042754504,0.1205588012602976,22.77171915541132,4.7211003890838885,5.490179169287,7.4325,13.79,0.15,15.891851235008106,14.781851235008107,14.021851235008107,13.941851235008107,13.661851235008106,14.353717901674775
2011 YF64,322568,2452729.83738,23.52,0.72,21.89,0.06,21.25,0.05,20.91,0.05,20.86,0.18,21.51,5.162236042754504,0.1205588012602976,22.77171915541132,4.62473714933211,5.447823176789,6.47,13.79,0.15,16.513449713598014,14.883449713598015,14.243449713598014,13.903449713598015,13.853449713598016,14.52291638026468
2011 YQ65,322569,2451960.85629,22.36,0.35,20.93,0.04,20.3,0.03,20.1,0.03,19.95,0.09,20.55,5.20419628680732,0.06572550379979579,11.6621799625192,3.82696147663649,4.799261337145,2.4109,13.76,0.15,16.039857550060834,14.609857550060834,13.979857550060835,13.779857550060838,13.629857550060835,14.254957550060835
2011 YG67,322570,2452754.86242,22.16,0.19,20.99,0.04,20.36,0.03,20.07,0.03,19.78,0.08,20.62,5.189946400713636,0.07512471658335168,21.6024782939542,4.49368108163571,5.4164118072609995,4.6558,13.11,0.15,15.228430383696086,14.058430383696082,13.428430383696089,13.138430383696086,12.848430383696089,13.703530383696089
2009 SW307,325641,2452318.82619,22.37,0.28,21.11,0.04,20.63,0.03,20.45,0.03,20.37,0.11,20.82,5.1683028308265495,0.058440473143368525,5.5730126663631125,3.8938310243884398,4.859368033193,2.7334,13.99,0.15,15.985215532642188,14.725215532642185,14.245215532642186,14.065215532642185,13.985215532642188,14.454815532642186
2011 YY61,326125,2451878.94775,22.23,0.26,20.81,0.04,20.25,0.03,20.03,0.04,19.85,0.13,20.47,5.209920320322078,0.1047870417745029,20.307432743036266,4.39756660358424,4.7153166257770005,11.7712,13.06,0.15,15.646383569877017,14.226383569877012,13.666383569877016,13.446383569877016,13.266383569877016,13.910916903210346
2012 BE67,326153,2451987.69104,22.72,0.51,21.01,0.05,20.36,0.04,20.2,0.04,19.98,0.18,20.62,5.239957799314096,0.06070463332041789,16.30685863873621,4.139434418602709,4.9955246669169995,6.4027,13.42,0.15,16.142389429030665,14.432389429030664,13.782389429030664,13.622389429030664,13.402389429030665,14.066222762363994
2012 CC39,326212,2453532.83094,23.34,1.7,21.84,0.1,21.06,0.06,20.7,0.06,20.22,0.17,21.38,5.328150508760335,0.03689747765629572,5.338139150231005,4.692720466585612,5.443364515102,7.7647,13.75,0.15,16.303539484986874,14.803539484986874,14.023539484986873,13.663539484986876,13.183539484986873,14.364139484986875
2009 UW97,328764,2452345.79531,22.59,0.41,20.88,0.04,20.39,0.03,20.2,0.03,20.17,0.1,20.59,5.177027051071241,0.05367685140025652,9.464595720984073,4.24303769376942,5.216566248397,2.4335,13.61,0.15,15.864691914790326,14.154691914790325,13.664691914790325,13.474691914790325,13.444691914790326,13.87865858145699
2010 HG,328883,2453441.6345900004,22.23,0.23,21.39,0.05,20.89,0.04,20.48,0.04,20.73,1.04,21.09,5.2442876512838446,0.1406853681194351,10.88804490027148,5.2884565846349405,5.937470174058,7.6947,13.06,0.15,14.745348077949105,13.905348077949105,13.405348077949105,12.995348077949105,13.245348077949105,13.623681411282439
2010 BS118,331107,2452812.65501,22.78,0.41,21.24,0.05,20.7,0.04,20.35,0.04,20.15,0.14,20.92,5.189750590231684,0.05756256789494413,24.330713762746147,5.03131619732559,5.4386286512440005,10.2081,13.25,0.15,15.594144909736972,14.054144909736971,13.514144909736972,13.164144909736972,12.964144909736971,13.749944909736971
2001 TA230,334257,2451819.77965,22.43,0.32,21.1,0.04,20.6,0.04,20.42,0.05,20.2,0.13,20.8,5.19384518283379,0.062203754821477324,13.890931779838619,4.10403556647656,4.954208142921,6.7067,13.75,0.15,15.889073176927633,14.559073176927635,14.059073176927635,13.879073176927635,13.659073176927633,14.277406510260965
2001 VF134,334315,2452225.76741,23.09,0.51,20.89,0.04,20.42,0.03,20.17,0.03,19.89,0.1,20.61,5.154620944923235,0.06737488556601078,11.838122583831973,3.8898410506598995,4.8156748381879995,4.6304,13.75,0.15,16.727054948722753,14.527054948722752,14.057054948722751,13.807054948722751,13.527054948722752,14.262288282056089
2001 VF134,334315,2454173.79533,22.38,1.05,21.73,0.08,21.02,0.05,20.68,0.06,20.63,0.17,21.31,5.154620944923235,0.06737488556601078,11.838122583831973,4.56105697207811,5.453063505259,5.051,13.75,0.15,15.401469737700673,14.751469737700678,14.041469737700671,13.701469737700672,13.651469737700673,14.351503071034005
2001 VF134,334315,2453354.8772400003,23.41,0.58,21.86,0.07,21.28,0.06,20.86,0.06,20.5,0.13,21.52,5.154620944923235,0.06737488556601078,11.838122583831973,4.7261698532243095,5.3254120523470005,8.9321,13.75,0.15,16.405687287685012,14.855687287685013,14.275687287685013,13.855687287685013,13.495687287685012,14.52895395435168
2005 BM49,335184,2453405.70996,22.81,0.41,21.17,0.04,20.57,0.03,20.43,0.04,20.05,0.08,20.82,5.272867697281184,0.06254417611795761,9.85057927034678,4.57353996379745,5.558053467344,0.5854,13.46,0.15,15.784124006958224,14.144124006958224,13.544124006958224,13.404124006958225,13.024124006958225,13.806124006958225
2006 BC194,335558,2451813.7719400004,26.64,1.03,21.34,0.06,20.67,0.06,20.54,0.09,20.37,0.2,20.94,5.215308619472684,0.06578001866887784,12.45120281437376,4.03414391118275,5.000131127565,3.4152,13.99,0.15,20.116336096759845,14.816336096759846,14.146336096759846,14.016336096759845,13.846336096759845,14.438902763426512
2006 BC194,335558,2452173.81233,22.87,2.83,21.75,0.08,21.16,0.07,20.87,0.08,20.61,0.26,21.4,5.215308619472684,0.06578001866887784,12.45120281437376,4.25060350723127,5.142501340881,5.6589,13.99,0.15,16.171874950828585,15.051874950828585,14.461874950828586,14.171874950828586,13.911874950828585,14.719508284161918
